"cell_id"	"pseudo_time"	"cell_type"
"HP1504101T2D_K17"	2.02112750366607	"alpha cell"
"HP1504101T2D_K18"	2.02003767076507	"alpha cell"
"HP1504101T2D_K19"	2.33551328112412	"acinar cell"
"HP1504101T2D_K2"	0.397567289435214	"gamma cell"
"HP1504101T2D_K20"	2.00570202864486	"alpha cell"
"HP1504101T2D_K22"	2.03459577407006	"alpha cell"
"HP1504101T2D_K23"	1.99389011835766	"alpha cell"
"HP1504101T2D_K24"	2.05391784572397	"alpha cell"
"HP1504101T2D_K4"	2.04202012783683	"alpha cell"
"HP1504101T2D_K8"	0.39775301644847	"gamma cell"
"HP1504101T2D_L1"	0.398578826722234	"gamma cell"
"HP1504101T2D_L10"	2.00440585231979	"alpha cell"
"HP1504101T2D_L11"	1.80350775674674	"delta cell"
"HP1504101T2D_L13"	0.408467801135971	"gamma cell"
"HP1504101T2D_L14"	2.35063726357763	"acinar cell"
"HP1504101T2D_L15"	0.398342087462561	"gamma cell"
"HP1504101T2D_L18"	2.03177110224552	"alpha cell"
"HP1504101T2D_L19"	1.98853787406371	"alpha cell"
"HP1504101T2D_L2"	1.97267511090337	"alpha cell"
"HP1504101T2D_L21"	1.97562223205837	"alpha cell"
"HP1504101T2D_L23"	1.94998198763563	"alpha cell"
"HP1504101T2D_L24"	0.399919449501275	"gamma cell"
"HP1504101T2D_L3"	2.00978579088159	"alpha cell"
"HP1504101T2D_L4"	2.03724102318797	"alpha cell"
"HP1504101T2D_L5"	1.95398879743886	"alpha cell"
"HP1504101T2D_L7"	2.04677842998693	"alpha cell"
"HP1504101T2D_L8"	1.99076050394219	"alpha cell"
"HP1504101T2D_M1"	0.400373626438673	"gamma cell"
"HP1504101T2D_M10"	1.99359088289371	"alpha cell"
"HP1504101T2D_M15"	2.03803420604608	"alpha cell"
"HP1504101T2D_M18"	2.028735353094	"alpha cell"
"HP1504101T2D_M19"	2.07240325479729	"alpha cell"
"HP1504101T2D_M2"	2.06723803352141	"alpha cell"
"HP1504101T2D_M21"	1.96895479360327	"alpha cell"
"HP1504101T2D_M23"	1.99680990278082	"alpha cell"
"HP1504101T2D_M24"	2.04635094571245	"alpha cell"
"HP1504101T2D_M3"	0.405120987841256	"gamma cell"
"HP1504101T2D_M4"	2.11658073100587	"alpha cell"
"HP1504101T2D_M5"	2.05563221017773	"alpha cell"
"HP1504101T2D_M6"	2.03428195831914	"alpha cell"
"HP1504101T2D_M7"	2.04017100118397	"alpha cell"
"HP1504101T2D_M8"	2.17027886862486	"epsilon cell"
"HP1504101T2D_M9"	1.99686787678666	"alpha cell"
"HP1504101T2D_N1"	1.99794040159732	"alpha cell"
"HP1504101T2D_N10"	1.82719867167914	"beta cell"
"HP1504101T2D_N12"	2.02835970421616	"alpha cell"
"HP1504101T2D_N13"	2.03289701330003	"alpha cell"
"HP1504101T2D_N15"	1.99063976031625	"alpha cell"
"HP1504101T2D_N16"	0.397765108128589	"gamma cell"
"HP1504101T2D_N17"	2.04381762953096	"alpha cell"
"HP1504101T2D_N19"	2.05441200547425	"alpha cell"
"HP1504101T2D_N2"	2.03279706876685	"alpha cell"
"HP1504101T2D_N20"	0.421278883655863	"gamma cell"
"HP1504101T2D_N21"	1.76334370377388	"delta cell"
"HP1504101T2D_N22"	1.99468105199451	"alpha cell"
"HP1504101T2D_N24"	2.01080274044098	"alpha cell"
"HP1504101T2D_N5"	2.04292415480043	"alpha cell"
"HP1504101T2D_N6"	1.99594817786825	"alpha cell"
"HP1504101T2D_N7"	1.98569282497949	"alpha cell"
"HP1504101T2D_N8"	2.05718985866413	"alpha cell"
"HP1504101T2D_N9"	2.0422068609389	"alpha cell"
"HP1504101T2D_O10"	2.04962523717173	"alpha cell"
"HP1504101T2D_O11"	0.400847012303797	"gamma cell"
"HP1504101T2D_O12"	1.87625133523869	"beta cell"
"HP1504101T2D_O13"	2.13033862027467	"alpha cell"
"HP1504101T2D_O14"	2.00557575086434	"alpha cell"
"HP1504101T2D_O16"	2.02725793590016	"alpha cell"
"HP1504101T2D_O20"	2.00919283469297	"alpha cell"
"HP1504101T2D_O22"	2.02064922009252	"alpha cell"
"HP1504101T2D_O23"	0.396620258642172	"gamma cell"
"HP1504101T2D_O24"	2.23767188775172	"ductal cell"
"HP1504101T2D_O3"	2.03065013040417	"alpha cell"
"HP1504101T2D_O4"	0.396557745698294	"gamma cell"
"HP1504101T2D_O6"	2.02155314003302	"alpha cell"
"HP1504101T2D_O9"	1.95357285762892	"alpha cell"
"HP1504101T2D_P1"	1.74600257602443	"unclassified endocrine cell"
"HP1504101T2D_P11"	2.01875425640428	"alpha cell"
"HP1504101T2D_P12"	0.396821442909058	"gamma cell"
"HP1504101T2D_P14"	2.35710824812083	"alpha cell"
"HP1504101T2D_P17"	2.03509171024951	"alpha cell"
"HP1504101T2D_P18"	2.07604411670151	"alpha cell"
"HP1504101T2D_P2"	1.96395715800616	"alpha cell"
"HP1504101T2D_P21"	2.07072112141051	"alpha cell"
"HP1504101T2D_P22"	1.98173430356649	"alpha cell"
"HP1504101T2D_P24"	0.404984107719074	"gamma cell"
"HP1504101T2D_P3"	2.20041443106934	"PSC cell"
"HP1504101T2D_P5"	1.78661819752447	"delta cell"
"HP1504101T2D_P7"	1.98350075590876	"alpha cell"
"HP1504101T2D_P9"	0.400718226239172	"gamma cell"
"HP1504901_A10"	1.8058812277649	"delta cell"
"HP1504901_A14"	1.80547493691969	"alpha cell"
"HP1504901_A16"	1.76979754811816	"beta cell"
"HP1504901_A19"	1.8698029853092	"alpha cell"
"HP1504901_A2"	1.84899513917145	"alpha cell"
"HP1504901_A21"	1.80125736558109	"delta cell"
"HP1504901_A22"	2.1694462416463	"PSC cell"
"HP1504901_A23"	1.77447452130075	"endothelial cell"
"HP1504901_A3"	1.7681011565133	"beta cell"
"HP1504901_A5"	0.425618138337471	"gamma cell"
"HP1504901_A9"	1.86103068018289	"alpha cell"
"HP1504901_B1"	1.82867317882642	"alpha cell"
"HP1504901_B10"	1.75067947193892	"beta cell"
"HP1504901_B11"	1.74441365204497	"beta cell"
"HP1504901_B13"	1.95561367620051	"co-expression cell"
"HP1504901_B14"	2.23613755521689	"ductal cell"
"HP1504901_B15"	1.79980716517733	"alpha cell"
"HP1504901_B16"	1.8620037978612	"alpha cell"
"HP1504901_B18"	1.93988143508941	"alpha cell"
"HP1504901_B20"	0.425468817790961	"gamma cell"
"HP1504901_B21"	1.88747639774812	"alpha cell"
"HP1504901_B22"	1.76342982400005	"beta cell"
"HP1504901_B23"	0.422069068636631	"gamma cell"
"HP1504901_B24"	2.18870761175463	"PSC cell"
"HP1504901_B3"	1.82489877059065	"alpha cell"
"HP1504901_B4"	1.81424547843579	"delta cell"
"HP1504901_B6"	0.428851477391288	"gamma cell"
"HP1504901_B7"	1.82258910873373	"co-expression cell"
"HP1504901_B8"	0.424041073547478	"gamma cell"
"HP1504901_B9"	1.80163150329361	"delta cell"
"HP1504901_C10"	1.80540477821997	"delta cell"
"HP1504901_C11"	1.90082809183216	"alpha cell"
"HP1504901_C13"	0.469615518308316	"epsilon cell"
"HP1504901_C14"	0.435355574772417	"gamma cell"
"HP1504901_C16"	1.83649958561654	"alpha cell"
"HP1504901_C17"	1.7366414610301	"beta cell"
"HP1504901_C2"	2.16033579994645	"unclassified cell"
"HP1504901_C22"	1.62363310485155	"unclassified endocrine cell"
"HP1504901_C23"	0.419433467759605	"gamma cell"
"HP1504901_D1"	1.41674524773844	"alpha cell"
"HP1504901_D12"	1.90011501228896	"alpha cell"
"HP1504901_D13"	2.31194272847042	"acinar cell"
"HP1504901_D14"	1.8773215125207	"alpha cell"
"HP1504901_D15"	1.86819162260549	"alpha cell"
"HP1504901_D16"	1.88858861099689	"alpha cell"
"HP1504901_D17"	1.86334631408439	"alpha cell"
"HP1504901_D18"	0.988792365406446	"epsilon cell"
"HP1504901_D2"	1.87335960117769	"alpha cell"
"HP1504901_D21"	1.84822433306738	"alpha cell"
"HP1504901_D22"	1.96196800343245	"alpha cell"
"HP1504901_D23"	1.86195522967998	"alpha cell"
"HP1504901_D24"	0.425380220239222	"gamma cell"
"HP1504901_D5"	1.85025402886292	"alpha cell"
"HP1504901_D6"	1.81295142627466	"delta cell"
"HP1504901_D7"	1.73628253935473	"beta cell"
"HP1504901_D9"	0.427963282110526	"gamma cell"
"HP1504901_E10"	1.84232313542892	"co-expression cell"
"HP1504901_E12"	1.82025488507384	"unclassified endocrine cell"
"HP1504901_E14"	1.85703830806723	"alpha cell"
"HP1504901_E16"	1.74240615656561	"beta cell"
"HP1504901_E18"	1.86117998738309	"alpha cell"
"HP1504901_E2"	1.7733026363526	"endothelial cell"
"HP1504901_E21"	1.75460614761615	"beta cell"
"HP1504901_E23"	0.424530951479421	"gamma cell"
"HP1504901_E24"	1.88263583857221	"alpha cell"
"HP1504901_E6"	2.20084647146024	"ductal cell"
"HP1504901_E9"	2.18951389167692	"PSC cell"
"HP1504901_F1"	0.435889406827049	"gamma cell"
"HP1504901_F10"	1.86426758189237	"alpha cell"
"HP1504901_F11"	1.73607873803465	"beta cell"
"HP1504901_F12"	1.89569732350636	"alpha cell"
"HP1504901_F13"	1.75730217724243	"beta cell"
"HP1504901_F14"	0.4349602711705	"epsilon cell"
"HP1504901_F15"	0.420151266096346	"gamma cell"
"HP1504901_F16"	1.77197748218375	"endothelial cell"
"HP1504901_F17"	1.81412365954583	"beta cell"
"HP1504901_F18"	0.422283010118651	"gamma cell"
"HP1504901_F19"	1.85565248213483	"alpha cell"
"HP1504901_F2"	1.82761490251503	"delta cell"
"HP1504901_F20"	1.87116281379849	"alpha cell"
"HP1504901_F23"	2.39841072294548	"acinar cell"
"HP1504901_F24"	1.89354424867551	"alpha cell"
"HP1504901_F3"	1.85279577784223	"alpha cell"
"HP1504901_F4"	1.92214111983998	"alpha cell"
"HP1504901_F5"	1.8617603219524	"alpha cell"
"HP1504901_F8"	2.21929021309826	"ductal cell"
"HP1504901_F9"	1.87539724620264	"alpha cell"
"HP1504901_G10"	1.77662596150682	"endothelial cell"
"HP1504901_G11"	2.20616258153889	"ductal cell"
"HP1504901_G12"	1.75205785431754	"beta cell"
"HP1504901_G13"	1.84848936214251	"alpha cell"
"HP1504901_G15"	1.82147467908694	"alpha cell"
"HP1504901_G16"	1.84443554608215	"co-expression cell"
"HP1504901_G18"	1.77219982032482	"beta cell"
"HP1504901_G19"	1.87019502019363	"alpha cell"
"HP1504901_G2"	1.90983367987475	"alpha cell"
"HP1504901_G20"	0.430340274743416	"gamma cell"
"HP1504901_G21"	1.75349457050249	"beta cell"
"HP1504901_G24"	1.81056111472653	"alpha cell"
"HP1504901_G3"	1.882251535563	"alpha cell"
"HP1504901_G4"	1.74704468758134	"beta cell"
"HP1504901_G6"	1.84688909789845	"alpha cell"
"HP1504901_G8"	1.75465971627928	"beta cell"
"HP1504901_G9"	2.08519744137224	"alpha cell"
"HP1504901_H1"	1.82146802902856	"alpha cell"
"HP1504901_H10"	1.88474765005591	"alpha cell"
"HP1504901_H11"	1.85407641095083	"alpha cell"
"HP1504901_H12"	1.88477658203528	"alpha cell"
"HP1504901_H14"	0.418338210641105	"gamma cell"
"HP1504901_H16"	2.31897114078	"acinar cell"
"HP1504901_H17"	1.78740770890121	"beta cell"
"HP1504901_H18"	1.7391770402151	"beta cell"
"HP1504901_H19"	0.419401898357118	"gamma cell"
"HP1504901_H2"	1.82771348492822	"alpha cell"
"HP1504901_H22"	1.70528469374587	"beta cell"
"HP1504901_H4"	1.88737173179501	"alpha cell"
"HP1504901_H5"	1.73590475884969	"beta cell"
"HP1504901_H6"	1.89508920880098	"alpha cell"
"HP1504901_I10"	2.20619810879908	"ductal cell"
"HP1504901_I12"	1.81910383203363	"alpha cell"
"HP1504901_I13"	1.77213339863306	"endothelial cell"
"HP1504901_I17"	1.77652630887872	"endothelial cell"
"HP1504901_I18"	0.430539185714552	"gamma cell"
"HP1504901_I19"	2.18518515158165	"PSC cell"
"HP1504901_I2"	1.87541795799951	"alpha cell"
"HP1504901_I21"	1.85937445226484	"alpha cell"
"HP1504901_I22"	0.425564793070943	"gamma cell"
"HP1504901_I23"	1.87464668669689	"co-expression cell"
"HP1504901_I24"	1.86019806389479	"alpha cell"
"HP1504901_I3"	1.85765225012108	"alpha cell"
"HP1504901_I7"	1.72433525166735	"delta cell"
"HP1504901_I8"	1.96602720548442	"alpha cell"
"HP1504901_J12"	1.81799821583217	"alpha cell"
"HP1504901_J15"	1.83967851677071	"co-expression cell"
"HP1504901_J17"	1.87778697227883	"alpha cell"
"HP1504901_J18"	2.18770928703624	"PSC cell"
"HP1504901_J20"	1.90684882935591	"alpha cell"
"HP1504901_J22"	1.95495789522322	"alpha cell"
"HP1504901_J23"	1.88301054528531	"alpha cell"
"HP1504901_J24"	2.18299415753416	"PSC cell"
"HP1504901_J3"	1.74587384068032	"beta cell"
"HP1504901_J4"	1.79418748984439	"delta cell"
"HP1504901_J5"	2.21283892055053	"ductal cell"
"HP1504901_J6"	1.85831687027328	"alpha cell"
"HP1504901_J7"	1.73292476660231	"beta cell"
"HP1504901_J8"	1.8886444144139	"alpha cell"
"HP1504901_J9"	0.421692583725874	"gamma cell"
"HP1504901_K1"	1.8048286599231	"alpha cell"
"HP1504901_K12"	1.88149177624643	"alpha cell"
"HP1504901_K14"	0.422919742346452	"gamma cell"
"HP1504901_K19"	1.75145773586851	"beta cell"
"HP1504901_K20"	1.81501150181828	"delta cell"
"HP1504901_K22"	1.73848203272754	"beta cell"
"HP1504901_K23"	2.26081433173438	"ductal cell"
"HP1504901_K5"	1.8929716906826	"alpha cell"
"HP1504901_K6"	1.91076460802674	"alpha cell"
"HP1504901_L1"	1.81690921699916	"alpha cell"
"HP1504901_L13"	1.88292259232423	"alpha cell"
"HP1504901_L14"	1.83257411648423	"alpha cell"
"HP1504901_L16"	2.19997660435837	"ductal cell"
"HP1504901_L17"	1.75536827971504	"beta cell"
"HP1504901_L18"	0.424894249271294	"gamma cell"
"HP1504901_L20"	1.77990430299769	"beta cell"
"HP1504901_L21"	1.64883499052521	"alpha cell"
"HP1504901_L22"	1.76450143206311	"beta cell"
"HP1504901_L24"	1.62196636222607	"unclassified endocrine cell"
"HP1504901_L3"	0.428527834401754	"gamma cell"
"HP1504901_L8"	1.74733045350683	"beta cell"
"HP1504901_L9"	0.419768282372974	"gamma cell"
"HP1504901_M11"	2.17590927902458	"PSC cell"
"HP1504901_M12"	1.85083483312259	"alpha cell"
"HP1504901_M18"	1.8753980528564	"alpha cell"
"HP1504901_M19"	2.19289136254651	"PSC cell"
"HP1504901_M20"	1.62610370362185	"unclassified endocrine cell"
"HP1504901_M21"	1.79211114712889	"delta cell"
"HP1504901_M24"	1.89532104182553	"alpha cell"
"HP1504901_M3"	1.84907163638379	"alpha cell"
"HP1504901_M4"	0.434641247326156	"gamma cell"
"HP1504901_N1"	1.91261416598691	"alpha cell"
"HP1504901_N12"	1.84417997159273	"alpha cell"
"HP1504901_N13"	1.75726677407861	"beta cell"
"HP1504901_N15"	0.423150970928764	"gamma cell"
"HP1504901_N16"	1.89695196716008	"alpha cell"
"HP1504901_N17"	1.88673945324708	"alpha cell"
"HP1504901_N18"	2.20351300566635	"ductal cell"
"HP1504901_N19"	1.85948211638289	"alpha cell"
"HP1504901_N2"	1.87326626981579	"alpha cell"
"HP1504901_N21"	2.17694350423131	"PSC cell"
"HP1504901_N22"	1.86550878293111	"alpha cell"
"HP1504901_N23"	0.421969244746347	"gamma cell"
"HP1504901_N24"	1.79689914292596	"delta cell"
"HP1504901_N7"	1.89399745014903	"alpha cell"
"HP1504901_N8"	1.74572013014927	"beta cell"
"HP1504901_N9"	0.430155110997203	"gamma cell"
"HP1504901_O1"	0.424194254191366	"gamma cell"
"HP1504901_O10"	1.88206412200065	"alpha cell"
"HP1504901_O11"	2.20365310109994	"ductal cell"
"HP1504901_O14"	2.20125586958271	"ductal cell"
"HP1504901_O16"	1.86391202452669	"alpha cell"
"HP1504901_O17"	1.88004230525198	"alpha cell"
"HP1504901_O18"	1.74767377686371	"beta cell"
"HP1504901_O20"	1.76033824925222	"beta cell"
"HP1504901_O21"	0.428061627330792	"gamma cell"
"HP1504901_O24"	0.421820693858411	"gamma cell"
"HP1504901_O4"	2.52800749726705	"ductal cell"
"HP1504901_O5"	0.425888164493093	"gamma cell"
"HP1504901_O6"	1.86218408885559	"alpha cell"
"HP1504901_O7"	1.90477300674751	"alpha cell"
"HP1504901_O8"	1.75032403660287	"beta cell"
"HP1504901_O9"	1.90180163460735	"alpha cell"
"HP1504901_P10"	1.89195420939472	"alpha cell"
"HP1504901_P11"	2.22234946110552	"ductal cell"
"HP1504901_P14"	1.7413353739168	"beta cell"
"HP1504901_P15"	1.62919668323021	"unclassified endocrine cell"
"HP1504901_P18"	1.77540772835627	"endothelial cell"
"HP1504901_P20"	1.83284130198233	"alpha cell"
"HP1504901_P21"	1.88596081629344	"alpha cell"
"HP1504901_P3"	1.77574476314128	"endothelial cell"
"HP1504901_P7"	2.20314867434258	"ductal cell"
"HP1504901_P9"	2.17192259472207	"PSC cell"
"HP1506401_A12"	2.24203896681164	"ductal cell"
"HP1506401_A14"	1.56616092862412	"unclassified endocrine cell"
"HP1506401_A15"	1.69143585647528	"beta cell"
"HP1506401_A17"	1.67752238134788	"beta cell"
"HP1506401_A18"	2.25364075187086	"ductal cell"
"HP1506401_A20"	2.16591389105955	"ductal cell"
"HP1506401_A21"	2.60102916297481	"alpha cell"
"HP1506401_A24"	1.67041357832982	"beta cell"
"HP1506401_A4"	2.27676130194857	"ductal cell"
"HP1506401_A5"	2.7111166534324	"alpha cell"
"HP1506401_A6"	2.36203671645955	"acinar cell"
"HP1506401_A7"	2.36630362040692	"acinar cell"
"HP1506401_A9"	2.35235860546957	"acinar cell"
"HP1506401_B1"	2.36655870012654	"acinar cell"
"HP1506401_B11"	1.69498292501754	"beta cell"
"HP1506401_B14"	2.37009580589351	"acinar cell"
"HP1506401_B15"	2.23163082604455	"PSC cell"
"HP1506401_B16"	2.3643776314471	"acinar cell"
"HP1506401_B17"	2.22640570590004	"ductal cell"
"HP1506401_B20"	2.24370630705606	"PSC cell"
"HP1506401_B22"	0.422443568986866	"gamma cell"
"HP1506401_B23"	2.23953661347963	"ductal cell"
"HP1506401_B24"	2.2112454375332	"ductal cell"
"HP1506401_B3"	0.424676617468184	"gamma cell"
"HP1506401_B4"	0.43252927163086	"gamma cell"
"HP1506401_B5"	2.37590789281688	"acinar cell"
"HP1506401_B6"	2.35857607846741	"acinar cell"
"HP1506401_B8"	1.72632318375574	"co-expression cell"
"HP1506401_C13"	2.36055831442166	"acinar cell"
"HP1506401_C15"	1.68766589884935	"beta cell"
"HP1506401_C16"	2.20769345708502	"ductal cell"
"HP1506401_C17"	2.23251178595839	"ductal cell"
"HP1506401_C18"	1.66311399594466	"unclassified endocrine cell"
"HP1506401_C23"	2.36493717230986	"acinar cell"
"HP1506401_C24"	2.37233292681718	"acinar cell"
"HP1506401_C4"	1.68119195748384	"beta cell"
"HP1506401_C5"	2.57538563482447	"alpha cell"
"HP1506401_C7"	2.38766738537107	"acinar cell"
"HP1506401_C8"	1.67630526060401	"beta cell"
"HP1506401_C9"	1.68408395251755	"beta cell"
"HP1506401_D1"	2.23471302346696	"ductal cell"
"HP1506401_D12"	2.36552867599626	"acinar cell"
"HP1506401_D13"	1.66208277777531	"beta cell"
"HP1506401_D14"	2.36494345665368	"acinar cell"
"HP1506401_D15"	2.19789727264754	"ductal cell"
"HP1506401_D17"	2.20485616180622	"ductal cell"
"HP1506401_D2"	2.21396991460807	"ductal cell"
"HP1506401_D24"	2.36515795569764	"acinar cell"
"HP1506401_D3"	2.36281726695	"acinar cell"
"HP1506401_D7"	2.25440107369961	"ductal cell"
"HP1506401_D8"	2.22034925522111	"ductal cell"
"HP1506401_D9"	0.424576161485266	"gamma cell"
"HP1506401_E11"	2.73834889193373	"alpha cell"
"HP1506401_E12"	0.42541431083943	"gamma cell"
"HP1506401_E15"	2.6024171886902	"alpha cell"
"HP1506401_E16"	1.77966695708134	"delta cell"
"HP1506401_E17"	2.20390222151154	"ductal cell"
"HP1506401_E18"	2.38314868816391	"acinar cell"
"HP1506401_E20"	2.37313912723325	"acinar cell"
"HP1506401_E23"	2.36466548755367	"acinar cell"
"HP1506401_E24"	2.37357320825502	"acinar cell"
"HP1506401_E4"	1.60711374574403	"unclassified endocrine cell"
"HP1506401_E6"	2.26017152829869	"ductal cell"
"HP1506401_E8"	2.3710671512754	"acinar cell"
"HP1506401_F10"	2.20708776202509	"ductal cell"
"HP1506401_F11"	1.68478588920262	"beta cell"
"HP1506401_F12"	1.67409185123277	"beta cell"
"HP1506401_F13"	2.68970215539182	"alpha cell"
"HP1506401_F16"	2.39198227444345	"acinar cell"
"HP1506401_F17"	2.60882441077437	"alpha cell"
"HP1506401_F18"	1.68954872548501	"beta cell"
"HP1506401_F19"	2.22157339458499	"ductal cell"
"HP1506401_F2"	2.35440290366752	"acinar cell"
"HP1506401_F21"	2.23280125805514	"ductal cell"
"HP1506401_F22"	1.80624811503326	"co-expression cell"
"HP1506401_F23"	2.23260946389861	"ductal cell"
"HP1506401_F24"	1.68195242373601	"beta cell"
"HP1506401_F3"	2.37555247364656	"acinar cell"
"HP1506401_F5"	2.38360810267105	"acinar cell"
"HP1506401_F8"	1.69076140902698	"beta cell"
"HP1506401_F9"	1.68761014486345	"beta cell"
"HP1506401_G1"	2.71899124101387	"alpha cell"
"HP1506401_G11"	1.76224845028235	"delta cell"
"HP1506401_G12"	1.66519761314849	"beta cell"
"HP1506401_G13"	2.6309580369319	"alpha cell"
"HP1506401_G14"	2.37286695352269	"acinar cell"
"HP1506401_G16"	2.36778986214796	"acinar cell"
"HP1506401_G18"	2.21512741501302	"ductal cell"
"HP1506401_G19"	2.22808649057433	"ductal cell"
"HP1506401_G2"	2.21626061169017	"ductal cell"
"HP1506401_G20"	2.2384594498488	"ductal cell"
"HP1506401_G21"	2.22311519645605	"ductal cell"
"HP1506401_G23"	2.19962943462681	"ductal cell"
"HP1506401_G24"	2.62784130396044	"alpha cell"
"HP1506401_G3"	2.76143719122238	"alpha cell"
"HP1506401_G4"	2.35871700312335	"acinar cell"
"HP1506401_G5"	2.60018504888064	"alpha cell"
"HP1506401_G6"	1.67866565247276	"beta cell"
"HP1506401_G8"	0.418662909006201	"gamma cell"
"HP1506401_G9"	1.68217293043092	"beta cell"
"HP1506401_H1"	2.36855174888675	"acinar cell"
"HP1506401_H13"	2.65401741443329	"alpha cell"
"HP1506401_H14"	2.66294678080294	"alpha cell"
"HP1506401_H15"	2.36278005025532	"acinar cell"
"HP1506401_H16"	2.36353266551923	"acinar cell"
"HP1506401_H18"	2.34915493002272	"acinar cell"
"HP1506401_H19"	0.436093816274761	"gamma cell"
"HP1506401_H2"	2.23808893228113	"ductal cell"
"HP1506401_H22"	2.60747708741135	"alpha cell"
"HP1506401_H23"	2.20461062796189	"ductal cell"
"HP1506401_H3"	2.35086235027254	"acinar cell"
"HP1506401_H4"	2.21707799870543	"ductal cell"
"HP1506401_H6"	2.25952132948568	"ductal cell"
"HP1506401_H7"	2.22437486998229	"ductal cell"
"HP1506401_H9"	2.23163373231021	"ductal cell"
"HP1506401_I1"	0.427196597344916	"gamma cell"
"HP1506401_I10"	2.36396795076541	"acinar cell"
"HP1506401_I11"	1.67994187933029	"beta cell"
"HP1506401_I12"	1.67059933337823	"beta cell"
"HP1506401_I13"	2.37782424583367	"acinar cell"
"HP1506401_I14"	0.429740091945245	"gamma cell"
"HP1506401_I15"	2.36054537062674	"acinar cell"
"HP1506401_I17"	0.428888603471163	"gamma cell"
"HP1506401_I18"	2.36572590342026	"acinar cell"
"HP1506401_I2"	0.430667389392461	"gamma cell"
"HP1506401_I21"	2.2260293205996	"ductal cell"
"HP1506401_I23"	1.68314478119804	"beta cell"
"HP1506401_I24"	2.20257287321821	"ductal cell"
"HP1506401_I4"	2.20809515438129	"ductal cell"
"HP1506401_I6"	2.36762390538011	"acinar cell"
"HP1506401_I8"	2.61614489229355	"alpha cell"
"HP1506401_J11"	2.34860408183363	"acinar cell"
"HP1506401_J14"	2.35479893978192	"acinar cell"
"HP1506401_J15"	2.38089318061696	"acinar cell"
"HP1506401_J16"	0.53896863679921	"epsilon cell"
"HP1506401_J17"	1.68591692547249	"beta cell"
"HP1506401_J19"	1.69022344236141	"beta cell"
"HP1506401_J2"	2.37268806687262	"acinar cell"
"HP1506401_J20"	2.22141125814335	"ductal cell"
"HP1506401_J21"	2.20167513055374	"ductal cell"
"HP1506401_J22"	2.26104079319844	"ductal cell"
"HP1506401_J23"	2.35445037262882	"acinar cell"
"HP1506401_J24"	2.36698179364978	"acinar cell"
"HP1506401_J3"	2.36659152521686	"acinar cell"
"HP1506401_J4"	2.52626190196361	"alpha cell"
"HP1506401_J5"	2.22122527389369	"ductal cell"
"HP1506401_J6"	2.36420844517712	"acinar cell"
"HP1506401_J7"	2.23522602041304	"ductal cell"
"HP1506401_J8"	2.19552453904445	"ductal cell"
"HP1506401_J9"	2.36499198382375	"acinar cell"
"HP1506401_K1"	1.69020409564503	"beta cell"
"HP1506401_K12"	2.70661848924873	"alpha cell"
"HP1506401_K14"	2.35965213762838	"acinar cell"
"HP1506401_K15"	2.37905855492577	"acinar cell"
"HP1506401_K16"	2.19606065940658	"ductal cell"
"HP1506401_K17"	2.22602704421466	"ductal cell"
"HP1506401_K18"	1.60986399464845	"unclassified endocrine cell"
"HP1506401_K19"	2.20987505897993	"ductal cell"
"HP1506401_K2"	2.37803454184712	"acinar cell"
"HP1506401_K21"	1.68801322189372	"beta cell"
"HP1506401_K22"	0.433365377655042	"gamma cell"
"HP1506401_K23"	0.420046712948856	"gamma cell"
"HP1506401_K4"	2.2177739274827	"ductal cell"
"HP1506401_K6"	2.39129891132579	"acinar cell"
"HP1506401_L1"	2.21733751041027	"ductal cell"
"HP1506401_L10"	2.1955858911374	"ductal cell"
"HP1506401_L11"	2.36245719235248	"acinar cell"
"HP1506401_L13"	2.21242842674884	"ductal cell"
"HP1506401_L14"	1.70125163349718	"co-expression cell"
"HP1506401_L17"	0.428790909055883	"gamma cell"
"HP1506401_L18"	2.36404038669606	"acinar cell"
"HP1506401_L19"	2.37532289444949	"acinar cell"
"HP1506401_L2"	1.71382438983035	"co-expression cell"
"HP1506401_L20"	2.22511669002201	"ductal cell"
"HP1506401_L21"	2.19956161352935	"ductal cell"
"HP1506401_L22"	2.37847646871614	"acinar cell"
"HP1506401_L23"	2.73311193845028	"alpha cell"
"HP1506401_L3"	2.36982350610937	"acinar cell"
"HP1506401_L4"	2.20758256525594	"ductal cell"
"HP1506401_L5"	1.68822641779635	"beta cell"
"HP1506401_L7"	2.36707481385973	"acinar cell"
"HP1506401_L9"	2.36802919208151	"acinar cell"
"HP1506401_M1"	2.35946462571681	"acinar cell"
"HP1506401_M11"	2.19708898756597	"ductal cell"
"HP1506401_M12"	2.64809181777125	"alpha cell"
"HP1506401_M16"	2.2077397976561	"ductal cell"
"HP1506401_M17"	2.37070391254263	"acinar cell"
"HP1506401_M18"	2.36967348351204	"acinar cell"
"HP1506401_M19"	2.36184633839393	"acinar cell"
"HP1506401_M21"	2.21681596323521	"ductal cell"
"HP1506401_M4"	2.363476098779	"acinar cell"
"HP1506401_M6"	0.426967297369331	"gamma cell"
"HP1506401_M8"	2.36347172236065	"acinar cell"
"HP1506401_N1"	2.37822873100296	"acinar cell"
"HP1506401_N10"	2.19466388848611	"ductal cell"
"HP1506401_N11"	1.69876026457878	"beta cell"
"HP1506401_N15"	2.36741666800863	"acinar cell"
"HP1506401_N16"	2.22384775805715	"ductal cell"
"HP1506401_N17"	2.22928749496744	"ductal cell"
